"index","customer_id","customer_state","highest_education","employment_status","gender","income","residence_type","marital_status","sales_channel","coverage","policy","vehicle_class","vehicle_size","monthly_premium","months_policy_active","months_since_last_claim","current_claim_amount","total_claims","total_claims_amount","customer_lifetime_value"
"1319","FK85203","California","High School","Employed","Male","74143","Suburban","Married","Branch","Basic","Personal","SUV","Midsize","114","36","1","1713","3","3283","821"
"1320","FK95213","California","Master","Employed","Female","49673","Urban","Married","Web","Extended","Personal","Luxury SUV","Midsize","232","50","27","2133","2","3010","8590"
"1321","FK97285","California","High School","Employed","Female","75774","Suburban","Married","Web","Extended","Corporate","Four-Door Car","Midsize","92","45","30","1438","2","2416","1724"
"1322","FL18392","California","Bachelor","Employed","Female","77601","Urban","Married","Branch","Basic","Personal","Two-Door Car","Small","71","39","27","1607","4","3788","-1019"
"1323","FL22732","Oregon","Bachelor","Employed","Male","64311","Urban","Married","Agent","Basic","Personal","Four-Door Car","Midsize","62","34","21","1793","3","3849","-1741"
"1324","FL30667","California","Associate","Employed","Female","22094","Suburban","Married","Branch","Extended","Corporate","Four-Door Car","Small","79","38","2","1054","3","2630","372"
"1325","FL50532","Arizona","Master","Employed","Male","48866","Suburban","Married","Web","Basic","Personal","Sports Car","Midsize","103","20","5","1764","3","3800","-1740"
"1326","FL50705","California","High School","Employed","Female","66140","Suburban","Married","Call Center","Premium","Corporate","Four-Door Car","Small","101","38","11","1061","2","1693","2145"
"1327","FL55134","Nevada","High School","Retired","Male","20228","Suburban","Divorced","Branch","Basic","Personal","SUV","Midsize","101","22","3","1636","3","3068","-846"
"1328","FL59259","Nevada","High School","Medical Leave","Female","13792","Suburban","Divorced","Web","Extended","Personal","Four-Door Car","Midsize","87","33","2","1123","2","1823","1048"
"1329","FL67726","Washington","High School","Retired","Male","20228","Suburban","Divorced","Branch","Basic","Personal","SUV","Midsize","101","26","3","1289","3","2553","73"
"1330","FL69363","Oregon","Master","Employed","Male","37722","Rural","Single","Agent","Basic","Personal","Sports Car","Midsize","116","33","8","1698","3","2540","1288"
"1331","FL74984","Oregon","Bachelor","Employed","Male","79192","Suburban","Divorced","Call Center","Basic","Personal","Two-Door Car","Small","70","33","11","1851","2","2579","-269"
"1332","FL76894","Washington","High School","Employed","Male","33488","Urban","Married","Branch","Basic","Personal","SUV","Midsize","110","27","7","1999","2","3101","-131"
"1333","FL77069","California","Bachelor","Employed","Female","32397","Rural","Married","Agent","Basic","Corporate","Luxury SUV","Small","190","40","14","1118","2","1925","5675"
"1334","FL82372","Oregon","Associate","Employed","Female","22547","Suburban","Divorced","Agent","Basic","Corporate","SUV","Midsize","112","27","7","1287","3","3077","-53"
"1335","FL85008","Oregon","High School","Disabled","Female","11432","Suburban","Married","Agent","Basic","Personal","SUV","Small","119","27","11","961","2","1724","1489"
"1336","FL96333","Nevada","Associate","Employed","Male","73945","Urban","Married","Web","Extended","Personal","Two-Door Car","Midsize","78","57","21","1433","2","2076","2370"
"1337","FM12425","California","Associate","Employed","Male","26488","Suburban","Divorced","Web","Extended","Personal","Luxury SUV","Midsize","247","47","21","1494","3","3170","8439"
"1338","FM25704","Oregon","Bachelor","Employed","Male","86933","Urban","Married","Agent","Basic","Corporate","Two-Door Car","Large","63","16","3","1926","2","2508","-1500"
"1339","FM31768","Arizona","High School","Employed","Female","57693","Suburban","Divorced","Agent","Extended","Personal","Four-Door Car","Midsize","76","28","16","1208","3","2444","-316"
"1340","FM37864","California","Bachelor","Employed","Female","74931","Urban","Divorced","Agent","Extended","Personal","Two-Door Car","Large","89","34","13","1937","2","2568","458"
"1341","FM46980","Arizona","Associate","Employed","Male","41770","Suburban","Married","Branch","Basic","Personal","Four-Door Car","Small","72","19","0","2387","1","2387","-1019"
"1342","FM47139","Oregon","Associate","Employed","Female","44855","Rural","Married","Branch","Basic","Personal","Four-Door Car","Midsize","63","33","3","1166","3","2946","-867"
"1343","FM52759","Nevada","Bachelor","Employed","Male","67798","Suburban","Divorced","Agent","Basic","Personal","Four-Door Car","Midsize","69","19","1","2477","2","3547","-2236"
"1344","FM55990","California","Associate","Employed","Male","66839","Suburban","Single","Branch","Premium","Personal","Sports Car","Midsize","154","47","33","1564","2","2359","4879"
"1345","FM61329","California","Associate","Employed","Male","50144","Suburban","Married","Web","Basic","Personal","SUV","Midsize","114","26","0","2080","1","2080","884"
"1346","FN33339","Oregon","High School","Employed","Female","53787","Suburban","Married","Agent","Premium","Corporate","Four-Door Car","Midsize","104","34","20","1277","2","2201","1335"
"1347","FN44127","Oregon","Associate","Medical Leave","Male","20978","Suburban","Married","Branch","Extended","Personal","Four-Door Car","Small","98","50","19","1381","2","1691","3209"
"1348","FN50615","Washington","High School","Employed","Female","96869","Suburban","Single","Agent","Premium","Personal","Four-Door Car","Midsize","101","45","25","1289","3","3001","1544"
"1349","FN66436","California","Associate","Employed","Female","54311","Urban","Married","Agent","Extended","Personal","Two-Door Car","Midsize","90","32","20","1557","3","3109","-229"
"1350","FN69743","California","Associate","Retired","Male","26802","Suburban","Married","Agent","Basic","Corporate","Two-Door Car","Midsize","66","38","7","1862","3","3546","-1038"
"1351","FN77294","California","High School","Employed","Male","30366","Suburban","Single","Branch","Basic","Personal","SUV","Midsize","101","43","25","1574","3","3138","1205"
"1352","FN80010","California","Master","Disabled","Female","25404","Suburban","Divorced","Branch","Basic","Personal","SUV","Midsize","112","47","16","1413","2","2426","2838"
"1353","FN98595","Nevada","High School","Employed","Female","31477","Rural","Married","Branch","Extended","Special","Four-Door Car","Midsize","94","58","22","1294","2","1740","3712"
"1354","FN99437","California","Associate","Employed","Male","91653","Urban","Divorced","Agent","Basic","Corporate","SUV","Midsize","111","32","10","1697","2","2808","744"
"1355","FO13070","California","High School","Employed","Male","51066","Suburban","Single","Call Center","Basic","Personal","Four-Door Car","Midsize","74","46","23","2078","3","3682","-278"
"1356","FO13691","Oregon","Doctoral","Employed","Male","73740","Urban","Divorced","Agent","Basic","Personal","Two-Door Car","Midsize","64","36","23","2146","2","3102","-798"
"1357","FO33051","Arizona","Associate","Medical Leave","Male","29439","Suburban","Divorced","Call Center","Premium","Personal","SUV","Large","146","31","4","1602","2","2375","2151"
"1358","FO36473","California","Bachelor","Employed","Female","31414","Suburban","Married","Call Center","Basic","Personal","SUV","Midsize","116","25","0","1432","1","1432","1468"
"1359","FO49408","Oregon","High School","Employed","Male","24475","Suburban","Single","Call Center","Extended","Personal","Four-Door Car","Midsize","84","44","11","1865","2","2457","1239"
"1360","FO63400","California","Associate","Employed","Female","93752","Rural","Divorced","Call Center","Basic","Corporate","Four-Door Car","Large","64","54","34","1454","2","2270","1186"
"1361","FO78512","California","Master","Employed","Male","41775","Rural","Married","Web","Basic","Personal","Sports Car","Midsize","109","45","11","1782","4","4716","189"
"1362","FO82261","Oregon","Associate","Employed","Male","66161","Urban","Single","Branch","Basic","Personal","SUV","Midsize","118","37","19","1929","3","3453","913"
"1363","FO83170","California","Doctoral","Employed","Male","85817","Rural","Married","Agent","Basic","Personal","Four-Door Car","Midsize","72","21","0","1465","1","1465","47"
"1364","FO99259","California","Bachelor","Retired","Male","26630","Suburban","Divorced","Call Center","Premium","Personal","Four-Door Car","Midsize","118","50","19","1764","2","2722","3178"
"1365","FP10040","Oregon","High School","Employed","Male","38113","Urban","Married","Agent","Basic","Personal","Four-Door Car","Large","73","20","4","2091","2","2825","-1365"
"1366","FP11025","California","Bachelor","Employed","Female","57938","Urban","Married","Branch","Basic","Special","SUV","Large","101","27","6","1694","2","2747","-20"
"1367","FP11777","California","Doctoral","Employed","Male","24164","Suburban","Divorced","Agent","Extended","Corporate","Sports Car","Midsize","137","20","2","1596","3","3204","-464"
"1368","FP27229","California","Associate","Employed","Female","54603","Suburban","Single","Agent","Extended","Corporate","Four-Door Car","Midsize","86","59","29","1140","2","1884","3190"
"1369","FP31685","Oregon","Bachelor","Employed","Female","24887","Suburban","Single","Agent","Basic","Personal","Four-Door Car","Midsize","68","58","33","1140","3","2304","1640"
"1370","FP34904","Oregon","Associate","Employed","Male","86599","Suburban","Married","Web","Basic","Corporate","Four-Door Car","Midsize","73","48","32","1635","2","2457","1047"
"1371","FP39090","Oregon","Bachelor","Medical Leave","Male","14072","Suburban","Divorced","Agent","Basic","Special","Four-Door Car","Midsize","71","32","13","1658","2","2046","226"
"1372","FP45327","Washington","Associate","Employed","Male","37937","Suburban","Married","Call Center","Basic","Personal","SUV","Midsize","116","38","11","1760","3","3154","1254"
"1373","FP53421","California","High School","Retired","Male","25944","Suburban","Divorced","Branch","Basic","Personal","Four-Door Car","Midsize","70","55","20","1406","2","2220","1630"
"1374","FP65563","Washington","High School","Employed","Male","51937","Urban","Married","Web","Basic","Personal","Luxury Car","Small","193","23","5","2103","4","4164","275"
"1375","FP66510","Washington","High School","Employed","Female","43877","Urban","Married","Agent","Basic","Corporate","SUV","Midsize","102","41","26","1820","2","2593","1589"
"1376","FP67637","Nevada","Bachelor","Employed","Male","93818","Urban","Married","Agent","Basic","Personal","Four-Door Car","Small","66","39","7","1760","3","3624","-1050"
"1377","FP67680","California","High School","Medical Leave","Male","15323","Suburban","Married","Agent","Extended","Personal","SUV","Midsize","128","62","30","1340","3","3268","4668"
"1378","FP78531","California","Bachelor","Employed","Female","68956","Rural","Single","Call Center","Basic","Personal","SUV","Midsize","118","31","12","1196","3","2986","672"
"1379","FP86246","California","Bachelor","Employed","Male","74656","Urban","Divorced","Call Center","Premium","Personal","Four-Door Car","Midsize","111","27","0","1832","1","1832","1165"
"1380","FP93662","California","Master","Employed","Female","58516","Suburban","Married","Branch","Extended","Corporate","Two-Door Car","Large","98","50","14","1140","3","2688","2212"
"1381","FP95606","Arizona","Associate","Employed","Female","24711","Rural","Married","Agent","Extended","Personal","Sports Car","Small","122","50","31","1169","2","1925","4175"
"1382","FQ20031","Oregon","High School","Employed","Male","29418","Suburban","Married","Agent","Premium","Personal","Luxury SUV","Midsize","274","44","23","1862","2","2353","9703"
"1383","FQ22639","California","Associate","Employed","Male","35205","Rural","Married","Agent","Extended","Personal","Four-Door Car","Large","76","37","7","2279","2","3135","-323"
"1384","FQ24929","Oregon","Master","Employed","Male","56005","Suburban","Married","Branch","Basic","Personal","Four-Door Car","Small","68","43","31","1784","3","3518","-594"
"1385","FQ32742","Arizona","Doctoral","Employed","Male","38008","Urban","Divorced","Agent","Basic","Personal","Four-Door Car","Midsize","68","26","12","1889","2","2900","-1132"
"1386","FQ46354","California","Bachelor","Employed","Male","30352","Rural","Married","Web","Extended","Personal","Four-Door Car","Midsize","89","43","21","1447","2","2360","1467"
"1387","FQ51281","Oregon","Bachelor","Employed","Female","95241","Rural","Married","Branch","Basic","Personal","Four-Door Car","Large","68","26","3","1162","2","2255","-487"
"1388","FQ61281","Oregon","High School","Employed","Male","58958","Suburban","Married","Call Center","Extended","Personal","Luxury Car","Small","231","46","31","2150","3","4416","6210"
"1389","FQ66070","California","Associate","Employed","Male","62076","Urban","Married","Branch","Basic","Personal","Four-Door Car","Midsize","71","42","25","1702","3","3964","-982"
"1390","FQ66351","California","Bachelor","Employed","Female","33681","Suburban","Single","Agent","Extended","Personal","SUV","Large","138","27","13","1101","2","1752","1974"
"1391","FQ79356","California","Bachelor","Medical Leave","Female","18064","Urban","Married","Call Center","Basic","Personal","Four-Door Car","Midsize","63","37","10","1442","3","2676","-345"
"1392","FQ93665","California","High School","Employed","Female","21911","Suburban","Married","Agent","Basic","Corporate","Four-Door Car","Small","67","41","16","1362","3","3110","-363"
"1393","FR12423","Oregon","Bachelor","Medical Leave","Male","14072","Suburban","Divorced","Agent","Basic","Personal","Four-Door Car","Midsize","71","29","13","1745","2","2715","-656"
"1394","FR15853","Nevada","High School","Employed","Male","44368","Suburban","Married","Call Center","Extended","Corporate","Two-Door Car","Large","80","25","5","1988","2","2852","-852"
"1395","FR15942","Washington","Bachelor","Medical Leave","Male","19098","Suburban","Married","Branch","Extended","Personal","Two-Door Car","Midsize","87","59","35","2086","3","2888","2245"
"1396","FR26341","Oregon","Master","Disabled","Male","19112","Urban","Married","Web","Basic","Personal","Four-Door Car","Midsize","62","44","30","1721","2","2737","-9"
"1397","FR34560","Oregon","Master","Medical Leave","Female","17193","Suburban","Divorced","Web","Basic","Corporate","Four-Door Car","Midsize","66","25","4","994","2","1576","74"
"1398","FR46645","California","Bachelor","Disabled","Male","16701","Suburban","Married","Branch","Premium","Personal","Four-Door Car","Small","113","33","20","1386","3","3062","667"
"1399","FR55658","California","Master","Employed","Male","90985","Rural","Divorced","Branch","Extended","Personal","Four-Door Car","Midsize","87","58","33","1372","2","2187","2859"
"1400","FR56877","Arizona","High School","Employed","Female","28806","Suburban","Married","Call Center","Extended","Special","Four-Door Car","Midsize","99","49","35","1244","2","2253","2598"
"1401","FR81224","Oregon","Master","Employed","Male","89205","Rural","Married","Agent","Basic","Personal","Two-Door Car","Midsize","68","40","28","1524","3","2766","-46"
"1402","FR82361","Arizona","Doctoral","Employed","Male","61427","Suburban","Single","Branch","Extended","Personal","Four-Door Car","Large","88","38","24","1551","3","3615","-271"
"1403","FS19862","Arizona","Bachelor","Disabled","Female","25198","Suburban","Married","Call Center","Basic","Personal","SUV","Small","118","52","26","1049","3","2559","3577"
"1404","FS38926","California","Bachelor","Employed","Female","66022","Rural","Married","Web","Extended","Personal","Luxury Car","Midsize","239","38","17","1272","2","1956","7126"
"1405","FS42516","Oregon","Associate","Employed","Male","97541","Suburban","Married","Call Center","Basic","Personal","Four-Door Car","Large","72","57","22","2426","2","3457","647"
"1406","FS42690","Washington","Associate","Employed","Male","57647","Suburban","Married","Branch","Extended","Personal","Two-Door Car","Midsize","94","25","3","2053","2","3082","-732"
"1407","FS49381","Oregon","Bachelor","Employed","Female","25813","Urban","Divorced","Agent","Basic","Personal","Four-Door Car","Midsize","61","33","16","1758","3","3334","-1321"
"1408","FS55302","California","Bachelor","Employed","Male","27615","Suburban","Married","Call Center","Basic","Personal","Four-Door Car","Midsize","62","38","19","1929","2","2802","-446"
"1409","FS56709","California","Doctoral","Employed","Male","44084","Urban","Married","Agent","Basic","Personal","Four-Door Car","Large","72","50","26","1753","2","2502","1098"
"1410","FS67856","California","Associate","Employed","Male","28432","Suburban","Married","Branch","Basic","Personal","SUV","Small","118","25","1","2378","2","2979","-29"
"1411","FS76657","Oregon","Associate","Employed","Female","53526","Urban","Married","Agent","Basic","Personal","Four-Door Car","Midsize","68","51","27","1910","2","2322","1146"
"1412","FS97588","Oregon","Bachelor","Employed","Female","88251","Urban","Married","Branch","Basic","Personal","Four-Door Car","Midsize","68","30","3","2017","2","2905","-865"
"1413","FT24768","California","Bachelor","Employed","Male","60188","Urban","Married","Agent","Extended","Personal","Four-Door Car","Midsize","84","29","15","2251","2","2908","-472"
"1414","FT56968","Arizona","High School","Employed","Male","22398","Suburban","Married","Agent","Basic","Personal","Four-Door Car","Large","67","58","23","2323","2","3020","866"
"1415","FT61724","California","Bachelor","Employed","Female","29105","Rural","Married","Branch","Basic","Personal","Sports Car","Midsize","117","47","28","1564","3","3288","2211"
"1416","FT65961","California","Associate","Employed","Female","23300","Suburban","Married","Branch","Basic","Corporate","Four-Door Car","Small","63","26","3","1870","3","3742","-2104"
"1417","FT74388","Nevada","High School","Employed","Male","97065","Suburban","Single","Branch","Basic","Personal","SUV","Midsize","117","28","10","1280","3","2502","774"
"1418","FT79229","Washington","Bachelor","Employed","Female","83761","Suburban","Divorced","Agent","Basic","Personal","SUV","Midsize","111","19","1","1623","2","2397","-288"
"1419","FT86104","California","Associate","Retired","Male","28215","Suburban","Single","Agent","Basic","Corporate","Two-Door Car","Midsize","65","34","15","1717","3","4143","-1933"
"1420","FU43761","Nevada","Doctoral","Disabled","Female","25703","Suburban","Married","Call Center","Basic","Personal","Four-Door Car","Small","62","40","4","1111","2","2071","409"
"1421","FU55433","Arizona","High School","Employed","Male","62452","Suburban","Married","Branch","Basic","Corporate","Two-Door Car","Midsize","67","30","1","1861","3","3121","-1111"
"1422","FU63281","Arizona","Bachelor","Employed","Male","32365","Urban","Married","Agent","Basic","Personal","Four-Door Car","Midsize","67","53","28","1716","2","2539","1012"
"1423","FU65756","Arizona","Associate","Employed","Female","54695","Suburban","Married","Branch","Basic","Personal","SUV","Midsize","103","31","6","1625","2","2649","544"
"1424","FU74983","Nevada","Bachelor","Employed","Female","68771","Urban","Divorced","Call Center","Extended","Personal","Four-Door Car","Midsize","96","25","10","2083","2","2833","-433"
"1425","FU77365","California","Bachelor","Employed","Female","40032","Suburban","Married","Web","Basic","Personal","SUV","Midsize","118","25","1","1247","3","3407","-457"
"1426","FU99476","Washington","High School","Employed","Male","74422","Rural","Divorced","Call Center","Extended","Personal","Four-Door Car","Midsize","85","40","4","2035","3","3757","-357"
"1427","FV14881","California","Doctoral","Employed","Female","56362","Suburban","Married","Call Center","Basic","Personal","Luxury SUV","Midsize","197","62","30","1126","3","2342","9872"
"1428","FV15346","Arizona","Associate","Employed","Male","96853","Suburban","Divorced","Call Center","Extended","Personal","Two-Door Car","Midsize","98","48","34","2299","2","3053","1651"
"1429","FV21968","Nevada","Bachelor","Employed","Female","41611","Rural","Married","Branch","Basic","Special","Four-Door Car","Midsize","74","36","14","1307","4","3656","-992"
"1430","FV33188","Washington","Bachelor","Medical Leave","Male","29735","Suburban","Single","Agent","Basic","Personal","Four-Door Car","Midsize","69","37","3","1653","3","3453","-900"
"1431","FV54537","California","Associate","Employed","Male","40810","Suburban","Married","Branch","Basic","Personal","SUV","Midsize","114","21","8","2041","3","3283","-889"
"1432","FV58292","Oregon","Bachelor","Employed","Male","74015","Suburban","Single","Call Center","Basic","Personal","Four-Door Car","Small","72","29","12","2211","2","2962","-874"
"1433","FV62588","Oregon","High School","Employed","Male","66825","Rural","Married","Agent","Basic","Personal","Four-Door Car","Midsize","69","23","11","1915","2","2568","-981"
"1434","FV83989","Arizona","Bachelor","Medical Leave","Male","29735","Suburban","Single","Agent","Basic","Personal","Four-Door Car","Midsize","69","30","3","1735","2","2320","-250"
"1435","FV94802","Nevada","High School","Medical Leave","Male","25049","Suburban","Married","Call Center","Basic","Personal","Two-Door Car","Midsize","67","35","14","1698","4","4338","-1993"
"1436","FW16824","Oregon","High School","Employed","Male","72805","Suburban","Married","Branch","Basic","Corporate","Four-Door Car","Midsize","62","34","13","2369","2","2741","-633"
"1437","FW17421","Washington","High School","Employed","Female","24959","Suburban","Married","Call Center","Extended","Corporate","Four-Door Car","Large","89","50","19","1218","2","1996","2454"
"1438","FW35631","Oregon","Bachelor","Employed","Male","37406","Suburban","Married","Call Center","Extended","Corporate","SUV","Small","122","57","23","1727","3","3903","3051"
"1439","FW44940","California","Bachelor","Disabled","Female","21139","Suburban","Divorced","Web","Basic","Personal","Sports Car","Midsize","113","44","15","1162","4","2626","2346"
"1440","FW53453","California","Master","Employed","Female","36094","Urban","Married","Branch","Extended","Personal","Two-Door Car","Midsize","99","57","28","1548","2","2734","2909"
"1441","FW91032","California","High School","Employed","Male","85857","Rural","Married","Agent","Basic","Corporate","Four-Door Car","Midsize","73","31","3","1792","3","3592","-1329"
"1442","FW92569","Arizona","Associate","Employed","Male","28727","Urban","Married","Branch","Basic","Corporate","SUV","Midsize","113","30","7","1598","3","3380","10"
"1443","FX12602","Oregon","High School","Employed","Male","51352","Rural","Divorced","Branch","Basic","Personal","Four-Door Car","Midsize","66","52","21","2444","3","4760","-1328"
"1444","FX36546","Washington","Master","Employed","Male","60804","Rural","Married","Agent","Extended","Personal","Four-Door Car","Midsize","92","36","16","1596","3","3714","-402"
"1445","FX39582","Washington","Bachelor","Employed","Male","67001","Urban","Single","Web","Extended","Personal","SUV","Midsize","131","19","7","1849","2","2968","-479"
"1446","FX48006","Oregon","Associate","Employed","Male","43704","Suburban","Married","Branch","Extended","Personal","Luxury SUV","Midsize","201","50","29","2026","2","2891","7159"
"1447","FX55357","Arizona","Associate","Employed","Male","44804","Suburban","Single","Branch","Basic","Corporate","SUV","Midsize","114","39","15","2387","3","4207","239"
"1448","FX57380","California","Bachelor","Employed","Female","39854","Urban","Divorced","Web","Basic","Personal","Two-Door Car","Midsize","66","30","6","1593","2","2250","-270"
"1449","FX65946","Arizona","Bachelor","Employed","Male","34847","Suburban","Married","Agent","Basic","Personal","Four-Door Car","Small","73","51","26","1779","2","2608","1115"
"1450","FX72157","Oregon","High School","Employed","Female","52440","Urban","Single","Agent","Premium","Corporate","Four-Door Car","Midsize","109","63","27","2103","2","3095","3772"
"1451","FX80133","California","Master","Employed","Female","48569","Urban","Married","Agent","Premium","Personal","Four-Door Car","Midsize","114","35","0","1726","1","1726","2264"
"1452","FX81675","California","Associate","Employed","Female","87957","Suburban","Divorced","Agent","Basic","Personal","Four-Door Car","Small","61","62","31","1251","3","2813","969"
"1453","FX95323","Oregon","Associate","Employed","Male","88731","Rural","Married","Agent","Basic","Personal","Four-Door Car","Midsize","66","34","10","2247","3","3831","-1587"
"1454","FY27460","California","Associate","Employed","Male","47823","Suburban","Married","Agent","Basic","Personal","Sports Car","Midsize","108","41","26","1932","2","2545","1883"
"1455","FY30870","California","High School","Employed","Female","32756","Urban","Married","Agent","Extended","Personal","Two-Door Car","Midsize","93","45","18","1566","2","2258","1927"
"1456","FY31714","Oregon","Bachelor","Employed","Male","78374","Urban","Single","Call Center","Extended","Personal","Four-Door Car","Large","82","53","17","1917","2","2560","1786"
"1457","FY32213","California","High School","Employed","Female","74454","Suburban","Single","Call Center","Basic","Personal","Four-Door Car","Midsize","71","56","25","1361","2","2624","1352"
"1458","FY51713","Arizona","Bachelor","Employed","Female","56168","Suburban","Married","Branch","Extended","Personal","Four-Door Car","Small","88","26","13","1135","3","1969","319"
"1459","FY67942","California","Associate","Employed","Female","92931","Urban","Married","Branch","Premium","Personal","SUV","Small","146","33","6","1796","2","2529","2289"
"1460","FY70464","Oregon","Bachelor","Employed","Female","95058","Rural","Married","Agent","Premium","Personal","SUV","Small","177","31","11","1182","2","2128","3359"
"1461","FY74419","Nevada","Bachelor","Employed","Female","54507","Suburban","Married","Agent","Extended","Personal","SUV","Midsize","138","48","20","1192","3","3040","3584"
"1462","FY86121","Oregon","Associate","Employed","Male","70882","Rural","Married","Agent","Basic","Personal","Four-Door Car","Midsize","69","40","20","2538","3","4134","-1374"
"1463","FY90924","Arizona","High School","Employed","Female","73601","Urban","Married","Agent","Basic","Personal","Four-Door Car","Midsize","73","25","10","1941","3","3751","-1926"
"1464","FZ20933","Oregon","High School","Employed","Male","24398","Suburban","Married","Agent","Basic","Personal","Four-Door Car","Large","63","50","14","2182","2","2966","184"
"1465","FZ24763","California","Bachelor","Employed","Male","35289","Rural","Married","Web","Basic","Personal","Four-Door Car","Midsize","65","61","34","2215","2","3027","938"
"1466","FZ30935","Oregon","Associate","Employed","Male","32627","Suburban","Married","Agent","Extended","Personal","Two-Door Car","Small","76","27","11","1950","2","2692","-640"
"1467","FZ73016","California","Bachelor","Employed","Female","34558","Urban","Married","Call Center","Basic","Personal","SUV","Midsize","113","45","32","1706","2","2253","2832"
"1468","FZ89300","California","Bachelor","Employed","Female","69555","Urban","Single","Agent","Extended","Personal","Four-Door Car","Midsize","92","44","16","1700","3","3198","850"
"1469","FZ94690","California","High School","Employed","Male","24743","Suburban","Divorced","Branch","Extended","Personal","Four-Door Car","Small","84","25","8","2466","2","3146","-1046"
"1470","GA27295","California","Master","Employed","Female","99875","Rural","Divorced","Call Center","Basic","Personal","SUV","Midsize","108","30","12","1264","2","2099","1141"
"1471","GA46608","Oregon","Bachelor","Employed","Male","25899","Suburban","Married","Agent","Basic","Personal","Four-Door Car","Midsize","63","54","20","2206","4","5326","-1924"
"1472","GA50461","Oregon","Bachelor","Medical Leave","Female","13037","Suburban","Married","Agent","Extended","Personal","SUV","Small","124","63","28","1229","2","2277","5535"
"1473","GA71186","Nevada","High School","Employed","Male","83392","Urban","Married","Agent","Basic","Personal","SUV","Midsize","112","35","20","2140","2","2770","1150"
"1474","GA72966","Oregon","Bachelor","Employed","Female","46503","Suburban","Divorced","Agent","Extended","Personal","Luxury SUV","Midsize","215","16","4","1241","2","1758","1682"
"1475","GA74551","Oregon","Bachelor","Employed","Male","76358","Rural","Married","Agent","Basic","Personal","Four-Door Car","Midsize","66","49","25","1719","2","2920","314"
"1476","GA86186","Oregon","Associate","Employed","Male","62873","Urban","Divorced","Call Center","Extended","Special","Four-Door Car","Midsize","81","13","0","1593","1","1593","-540"
"1477","GA98025","Arizona","Bachelor","Retired","Male","26121","Suburban","Single","Call Center","Basic","Personal","SUV","Midsize","119","32","12","1727","4","3311","497"
"1478","GB32334","California","Associate","Employed","Female","24702","Urban","Married","Web","Basic","Personal","Four-Door Car","Large","68","37","13","1928","3","3472","-956"
"1479","GB35238","California","Bachelor","Employed","Female","33906","Suburban","Married","Branch","Basic","Personal","Two-Door Car","Small","64","52","25","1511","2","2517","811"
"1480","GB47529","Oregon","High School","Employed","Female","40308","Suburban","Divorced","Web","Extended","Corporate","Sports Car","Midsize","136","31","4","1169","2","1803","2413"
"1481","GB59748","Arizona","Associate","Employed","Female","49419","Urban","Married","Web","Extended","Personal","Four-Door Car","Midsize","77","17","3","1814","2","2696","-1387"
"1482","GB68813","Nevada","Bachelor","Medical Leave","Female","12843","Suburban","Single","Branch","Premium","Corporate","Four-Door Car","Small","111","26","6","1437","2","1958","928"
"1483","GB70718","Arizona","High School","Medical Leave","Female","28646","Suburban","Married","Web","Basic","Personal","Four-Door Car","Small","61","29","11","1640","3","3376","-1607"
"1484","GB70736","Oregon","Associate","Employed","Female","99553","Rural","Married","Web","Basic","Corporate","Four-Door Car","Midsize","68","42","14","1456","3","2588","268"
"1485","GB71156","California","Associate","Employed","Male","59624","Suburban","Divorced","Branch","Premium","Corporate","Four-Door Car","Small","117","59","23","2521","2","3240","3663"
"1486","GB75821","Oregon","Bachelor","Employed","Male","40269","Suburban","Married","Agent","Basic","Personal","Luxury SUV","Small","193","64","32","1771","3","3393","8959"
"1487","GB94407","California","Associate","Employed","Male","88340","Suburban","Married","Branch","Premium","Corporate","Two-Door Car","Midsize","102","47","16","2013","2","3220","1574"
"1488","GC15104","Nevada","Bachelor","Employed","Female","52339","Suburban","Divorced","Web","Basic","Corporate","Four-Door Car","Midsize","70","27","7","1653","2","2570","-680"
"1489","GC17585","Arizona","Bachelor","Employed","Male","25302","Suburban","Married","Branch","Basic","Personal","Four-Door Car","Midsize","70","39","13","1873","3","3381","-651"
"1490","GC29421","California","High School","Employed","Female","78596","Rural","Divorced","Call Center","Basic","Personal","Four-Door Car","Midsize","73","32","11","1264","3","2990","-654"
"1491","GC34791","Nevada","High School","Disabled","Male","17109","Suburban","Married","Agent","Basic","Personal","Two-Door Car","Midsize","62","43","7","1642","2","2359","307"
"1492","GC36679","Oregon","High School","Employed","Male","40778","Suburban","Single","Web","Extended","Personal","Four-Door Car","Midsize","86","35","1","2090","2","3133","-123"
"1493","GC40999","Oregon","Associate","Retired","Male","25251","Suburban","Divorced","Web","Basic","Personal","Four-Door Car","Midsize","66","41","13","1351","3","2891","-185"
"1494","GC52187","Nevada","Associate","Employed","Female","88842","Urban","Married","Branch","Extended","Personal","Two-Door Car","Large","90","45","32","1760","3","3232","818"
"1495","GC81619","Oregon","Master","Employed","Female","79487","Suburban","Divorced","Branch","Basic","Personal","SUV","Midsize","114","38","20","806","2","1565","2767"
"1496","GC93551","Oregon","High School","Employed","Female","27179","Suburban","Divorced","Branch","Basic","Personal","Four-Door Car","Midsize","66","21","8","1454","2","2439","-1053"
"1497","GD11927","California","High School","Employed","Male","78185","Suburban","Single","Agent","Basic","Personal","Four-Door Car","Small","61","50","23","2000","3","3606","-556"
